date,close
2023-05-01,97.62
2023-05-02,99.48
2023-05-03,97.68
2023-05-04,96.65
2023-05-05,95.26
2023-05-08,94.59
2023-05-09,92.63
2023-05-10,93.31
2023-05-11,92.88
2023-05-12,90.84
2023-05-15,89.42
2023-05-16,89.67
2023-05-17,90.59
2023-05-18,93.02
2023-05-19,96.75
2023-05-22,97.17
2023-05-23,95.69
2023-05-24,92.74
2023-05-25,92.96
2023-05-26,91.78
2023-05-29,91.12
2023-05-30,90.22
2023-05-31,89.93
2023-06-01,91.16
2023-06-02,91.25
2023-06-05,90.93
2023-06-06,89.51
2023-06-07,87.34
2023-06-08,86.64
2023-06-09,86.48
2023-06-12,88.55
2023-06-13,88.62
2023-06-14,89.76
2023-06-15,89.05
2023-06-16,87.5
2023-06-19,86.25
2023-06-20,85.3
2023-06-21,87.81
2023-06-22,86.74
2023-06-23,87.7
2023-06-26,86.53
2023-06-27,87.61
2023-06-28,88.03
2023-06-29,87.79
2023-06-30,87.69
2023-07-03,86.85
2023-07-04,87.36
2023-07-05,86.77
2023-07-06,85.26
2023-07-07,83.73
2023-07-10,83.91
2023-07-11,85.77
2023-07-12,85.95
2023-07-13,85.8
2023-07-14,86.14
2023-07-17,87.73
2023-07-18,88.0
2023-07-19,87.5
2023-07-20,88.88
2023-07-21,89.44
2023-07-24,91.4
2023-07-25,91.66
2023-07-26,90.14
2023-07-27,88.46
2023-07-28,90.57
2023-07-31,92.83
2023-08-01,92.65
2023-08-02,92.21
2023-08-03,94.18
2023-08-04,92.79
2023-08-07,91.71
2023-08-08,92.61
2023-08-09,92.18
2023-08-10,92.26
2023-08-11,92.13
2023-08-14,92.66
2023-08-15,94.6
2023-08-16,94.83
2023-08-17,95.8
2023-08-18,93.2
2023-08-21,93.25
2023-08-22,92.27
2023-08-23,90.83
2023-08-24,89.84
2023-08-25,89.55
2023-08-28,90.84
2023-08-29,89.3
2023-08-30,89.48
2023-08-31,89.01
2023-09-01,88.75
2023-09-04,90.15
2023-09-05,90.99
2023-09-06,92.87
2023-09-07,92.83
2023-09-08,92.1
2023-09-11,91.98
2023-09-12,92.47
2023-09-13,92.88
2023-09-14,91.66
2023-09-15,91.95
2023-09-18,92.43
2023-09-19,95.95
2023-09-20,98.7
2023-09-21,97.74
2023-09-22,97.55
2023-09-25,95.78
2023-09-26,95.2
2023-09-27,95.83
2023-09-28,97.68
2023-09-29,96.9
2023-10-02,96.24
2023-10-03,93.6
2023-10-04,93.6
2023-10-05,92.43
2023-10-06,91.96
2023-10-09,91.05
2023-10-10,91.15
2023-10-11,89.14
2023-10-12,87.54
2023-10-13,90.4
2023-10-16,89.0
2023-10-17,87.85
2023-10-18,90.36
2023-10-19,94.34
2023-10-20,93.03
2023-10-23,92.77
2023-10-24,93.44
2023-10-25,95.96
2023-10-26,94.87
2023-10-27,94.77
2023-10-30,96.04
2023-10-31,96.86
2023-11-01,96.58
2023-11-02,96.63
2023-11-03,95.01
2023-11-06,94.92
2023-11-07,94.79
2023-11-08,95.32
2023-11-09,94.8
2023-11-10,95.64
2023-11-13,97.23
2023-11-14,97.66
2023-11-15,98.37
2023-11-16,98.66
2023-11-17,98.88
2023-11-20,98.09
2023-11-21,98.74
2023-11-22,98.82
2023-11-23,101.97
2023-11-24,104.46
2023-11-27,105.24
2023-11-28,104.33
2023-11-29,102.92
2023-11-30,104.85
2023-12-01,105.44
2023-12-04,106.35
2023-12-05,103.98
2023-12-06,105.53
2023-12-07,106.39
2023-12-08,104.93
2023-12-11,104.42
2023-12-12,104.98
2023-12-13,105.23
2023-12-14,104.97
2023-12-15,104.97
2023-12-18,104.76
2023-12-19,105.14
2023-12-20,107.48
2023-12-21,103.83
2023-12-22,103.62
2023-12-25,104.01
2023-12-26,104.57
2023-12-27,104.15
2023-12-28,101.74
2023-12-29,102.32
2024-01-01,104.93
2024-01-02,102.8
2024-01-03,104.15
2024-01-04,103.77
2024-01-05,103.77
2024-01-08,102.33
2024-01-09,101.93
2024-01-10,103.88
2024-01-11,104.8
2024-01-12,107.43
2024-01-15,109.28
2024-01-16,110.01
2024-01-17,112.78
2024-01-18,113.52
2024-01-19,114.88
2024-01-22,114.44
2024-01-23,114.57
2024-01-24,113.48
2024-01-25,115.08
2024-01-26,113.21
2024-01-29,114.46
2024-01-30,114.16
2024-01-31,116.04
2024-02-01,117.26
2024-02-02,120.26
2024-02-05,121.48
2024-02-06,118.8
2024-02-07,118.66
2024-02-08,116.69
2024-02-09,115.8
2024-02-12,118.22
2024-02-13,119.23
2024-02-14,118.0
2024-02-15,116.27
2024-02-16,116.26
2024-02-19,114.22
2024-02-20,113.07
2024-02-21,113.48
2024-02-22,115.24
2024-02-23,116.13
2024-02-26,112.37
2024-02-27,112.75
2024-02-28,112.76
2024-02-29,113.3
2024-03-01,115.78
2024-03-04,112.36
2024-03-05,111.32
2024-03-06,112.11
2024-03-07,109.53
2024-03-08,111.69
2024-03-11,112.13
2024-03-12,113.33
2024-03-13,112.28
2024-03-14,113.42
2024-03-15,114.98
2024-03-18,115.2
2024-03-19,115.42
2024-03-20,115.69
2024-03-21,114.14
2024-03-22,113.74
2024-03-25,113.33
2024-03-26,113.78
2024-03-27,115.21
2024-03-28,113.34
2024-03-29,112.97
2024-04-01,115.16
2024-04-02,113.79
2024-04-03,112.31
2024-04-04,112.45
2024-04-05,113.61
2024-04-08,113.45
2024-04-09,115.39
2024-04-10,116.6
2024-04-11,117.79
2024-04-12,118.52
2024-04-15,122.25
2024-04-16,121.7
2024-04-17,118.14
2024-04-18,120.63
2024-04-19,119.67
2024-04-22,119.66
2024-04-23,121.68
2024-04-24,118.79
2024-04-25,116.55
2024-04-26,113.78
2024-04-29,112.35
2024-04-30,112.87
2024-05-01,113.53
2024-05-02,113.8
2024-05-03,111.4
2024-05-06,107.7
2024-05-07,107.62
2024-05-08,106.76
2024-05-09,107.3
2024-05-10,108.2
2024-05-13,108.26
2024-05-14,109.28
2024-05-15,109.48
2024-05-16,110.15
2024-05-17,108.93
2024-05-20,108.53
2024-05-21,108.69
2024-05-22,109.82
2024-05-23,109.09
2024-05-24,109.77
2024-05-27,109.24
2024-05-28,108.95
2024-05-29,110.11
2024-05-30,106.97
2024-05-31,104.95
2024-06-03,102.7
2024-06-04,99.32
2024-06-05,98.3
2024-06-06,99.26
2024-06-07,98.79
2024-06-10,98.99
2024-06-11,100.45
2024-06-12,102.27
2024-06-13,102.11
2024-06-14,104.01
2024-06-17,104.1
2024-06-18,102.84
2024-06-19,101.95
2024-06-20,99.82
2024-06-21,98.56
2024-06-24,98.04
2024-06-25,99.13
2024-06-26,101.53
2024-06-27,99.58
2024-06-28,100.12
2024-07-01,98.67
2024-07-02,99.34
2024-07-03,99.16
2024-07-04,96.67
2024-07-05,97.95
2024-07-08,97.15
2024-07-09,96.46
2024-07-10,95.06
2024-07-11,94.23
2024-07-12,94.83
2024-07-15,94.63
2024-07-16,95.12
2024-07-17,95.66
2024-07-18,97.51
2024-07-19,97.11
2024-07-22,95.2
2024-07-23,96.71
2024-07-24,96.34
2024-07-25,97.94
2024-07-26,98.56
2024-07-29,98.48
2024-07-30,99.07
2024-07-31,101.92
2024-08-01,105.05
2024-08-02,105.28
2024-08-05,105.64
2024-08-06,107.38
2024-08-07,106.26
2024-08-08,106.9
2024-08-09,107.01
2024-08-12,107.64
2024-08-13,106.55
2024-08-14,104.37
2024-08-15,101.54
2024-08-16,100.13
2024-08-19,99.65
2024-08-20,99.42
2024-08-21,102.33
2024-08-22,104.11
2024-08-23,102.9
2024-08-26,103.6
2024-08-27,103.2
2024-08-28,102.99
2024-08-29,103.46
2024-08-30,104.56
2024-09-02,104.28
2024-09-03,106.06
2024-09-04,104.59
2024-09-05,104.82
2024-09-06,108.94
2024-09-09,109.51
2024-09-10,111.97
2024-09-11,112.36
2024-09-12,113.53
2024-09-13,113.7
2024-09-16,113.68
2024-09-17,112.71
2024-09-18,113.65
2024-09-19,112.56
2024-09-20,113.88
2024-09-23,115.89
2024-09-24,116.76
2024-09-25,116.57
2024-09-26,117.6
2024-09-27,117.37
2024-09-30,119.2
2024-10-01,116.46
2024-10-02,116.19
2024-10-03,113.27
2024-10-04,111.19
2024-10-07,113.61
2024-10-08,115.32
2024-10-09,114.44
2024-10-10,112.33
2024-10-11,108.02
2024-10-14,107.46
2024-10-15,111.43
2024-10-16,112.38
2024-10-17,111.77
2024-10-18,112.76
2024-10-21,110.59
2024-10-22,110.38
2024-10-23,110.8
2024-10-24,110.92
2024-10-25,112.41
2024-10-28,113.21
2024-10-29,114.53
2024-10-30,113.69
2024-10-31,115.38
2024-11-01,118.31
2024-11-04,116.96
2024-11-05,115.77
2024-11-06,118.2
2024-11-07,118.14
2024-11-08,120.73
2024-11-11,120.23
2024-11-12,122.95
2024-11-13,123.42
2024-11-14,124.11
2024-11-15,127.1
2024-11-18,126.7
2024-11-19,125.27
2024-11-20,124.71
2024-11-21,125.73
2024-11-22,123.22
2024-11-25,124.53
2024-11-26,123.8
2024-11-27,126.01
2024-11-28,122.05
2024-11-29,120.9
2024-12-02,118.26
2024-12-03,117.07
2024-12-04,117.64
2024-12-05,117.51
2024-12-06,117.24
2024-12-09,117.13
2024-12-10,117.61
2024-12-11,116.1
2024-12-12,117.39
2024-12-13,118.61
2024-12-16,119.38
2024-12-17,120.43
2024-12-18,121.05
2024-12-19,124.66
2024-12-20,124.61
2024-12-23,124.18
2024-12-24,122.97
2024-12-25,121.29
2024-12-26,119.27
2024-12-27,117.87
2024-12-30,117.82
2024-12-31,118.43
2025-01-01,118.57
2025-01-02,117.35
2025-01-03,118.88
2025-01-06,120.15
2025-01-07,119.91
2025-01-08,118.85
2025-01-09,119.78
2025-01-10,120.11
2025-01-13,117.7
2025-01-14,117.59
2025-01-15,118.02
2025-01-16,116.53
2025-01-17,116.82
2025-01-20,114.44
2025-01-21,116.57
2025-01-22,118.59
2025-01-23,118.13
2025-01-24,118.69
2025-01-27,114.7
2025-01-28,112.81
2025-01-29,112.29
2025-01-30,110.55
2025-01-31,111.59
2025-02-03,114.68
2025-02-04,112.73
2025-02-05,111.33
2025-02-06,111.61
2025-02-07,114.07
2025-02-10,112.03
2025-02-11,112.32
2025-02-12,115.12
2025-02-13,112.38
2025-02-14,110.27
2025-02-17,109.5
2025-02-18,108.59
2025-02-19,109.71
2025-02-20,109.95
2025-02-21,107.13
2025-02-24,107.77
2025-02-25,106.77
2025-02-26,108.56
2025-02-27,107.47
2025-02-28,106.37
2025-03-03,107.04
2025-03-04,108.04
2025-03-05,108.57
2025-03-06,105.88
2025-03-07,106.53
2025-03-10,104.85
2025-03-11,105.04
2025-03-12,102.81
2025-03-13,103.3
2025-03-14,101.98
2025-03-17,100.01
2025-03-18,100.86
2025-03-19,101.04
2025-03-20,100.02
2025-03-21,101.91
2025-03-24,101.12
2025-03-25,101.01
2025-03-26,101.23
2025-03-27,100.19
2025-03-28,100.69
2025-03-31,99.78
2025-04-01,99.05
2025-04-02,100.8
2025-04-03,99.18
2025-04-04,95.73
2025-04-07,97.76
2025-04-08,101.15
2025-04-09,100.42
2025-04-10,97.58
2025-04-11,97.0
2025-04-14,96.46
2025-04-15,96.06
2025-04-16,94.43
2025-04-17,95.05
2025-04-18,95.61
2025-04-21,93.49
2025-04-22,94.28
2025-04-23,96.89
2025-04-24,96.98
2025-04-25,96.39
2025-04-28,96.07
2025-04-29,96.77
2025-04-30,94.32
2025-05-01,94.42
2025-05-02,93.79
2025-05-05,96.12
2025-05-06,95.77
2025-05-07,97.92
2025-05-08,96.31
2025-05-09,97.0
2025-05-12,97.32
2025-05-13,96.05
2025-05-14,96.19
2025-05-15,97.74
2025-05-16,97.21
2025-05-19,94.85
2025-05-20,94.74
2025-05-21,93.47
2025-05-22,92.95
2025-05-23,92.78
2025-05-26,90.53
2025-05-27,88.44
2025-05-28,88.99
2025-05-29,88.29
2025-05-30,85.13
2025-06-02,86.03
2025-06-03,86.32
2025-06-04,85.43
2025-06-05,83.84
2025-06-06,84.8
2025-06-09,85.2
2025-06-10,88.07
2025-06-11,88.58
2025-06-12,89.05
2025-06-13,88.84
2025-06-16,89.86
2025-06-17,90.65
2025-06-18,92.26
2025-06-19,91.61
2025-06-20,91.07
2025-06-23,90.48
2025-06-24,91.52
2025-06-25,93.49
2025-06-26,92.93
2025-06-27,92.42
2025-06-30,92.87
2025-07-01,92.61
2025-07-02,93.9
2025-07-03,91.05
2025-07-04,90.06
2025-07-07,89.15
2025-07-08,86.37
2025-07-09,85.29
2025-07-10,84.28
2025-07-11,84.12
2025-07-14,85.52
2025-07-15,85.32
2025-07-16,84.19
2025-07-17,84.22
2025-07-18,85.57
2025-07-21,84.51
2025-07-22,83.55
2025-07-23,84.31
2025-07-24,84.17
2025-07-25,85.05
2025-07-28,85.16
2025-07-29,86.13
2025-07-30,85.02
2025-07-31,85.14
2025-08-01,85.03
2025-08-04,83.73
2025-08-05,82.06
2025-08-06,83.0
2025-08-07,82.74
2025-08-08,81.71
2025-08-11,81.75
2025-08-12,83.21
2025-08-13,80.75
2025-08-14,79.23
2025-08-15,78.37
2025-08-18,80.15
2025-08-19,80.63
2025-08-20,81.67
2025-08-21,80.54
2025-08-22,79.46
2025-08-25,80.13
2025-08-26,80.37
2025-08-27,81.17
2025-08-28,81.14
2025-08-29,81.64
2025-09-01,82.0
2025-09-02,83.09
2025-09-03,84.23
2025-09-04,82.53
2025-09-05,80.16
2025-09-08,81.48
2025-09-09,83.04
2025-09-10,82.06
2025-09-11,80.14
2025-09-12,80.44
2025-09-15,81.69
2025-09-16,83.97
2025-09-17,84.79
2025-09-18,84.55
2025-09-19,83.7
2025-09-22,83.92
2025-09-23,83.77
2025-09-24,82.78
2025-09-25,85.4
2025-09-26,87.77
2025-09-29,89.39
2025-09-30,88.46
2025-10-01,89.74
2025-10-02,90.76
2025-10-03,91.54
2025-10-06,93.37
2025-10-07,94.43
2025-10-08,95.64
2025-10-09,96.72
2025-10-10,97.4
2025-10-13,95.22
2025-10-14,95.54
2025-10-15,95.01
2025-10-16,93.53
2025-10-17,95.97
2025-10-20,98.54
2025-10-21,100.65
2025-10-22,101.22
2025-10-23,103.37
2025-10-24,103.6
2025-10-27,104.11
2025-10-28,102.74
2025-10-29,103.51
2025-10-30,103.8
2025-10-31,102.12
2025-11-03,102.24
2025-11-04,102.32
2025-11-05,105.11
2025-11-06,106.63
2025-11-07,106.83
2025-11-10,107.39
2025-11-11,107.63
2025-11-12,107.5
2025-11-13,106.05
2025-11-14,105.99
2025-11-17,105.05
2025-11-18,103.37
2025-11-19,104.26
2025-11-20,104.98
2025-11-21,102.52
2025-11-24,102.48
2025-11-25,104.04
2025-11-26,105.72
2025-11-27,107.37
2025-11-28,107.55
2025-12-01,106.4
2025-12-02,104.9
2025-12-03,105.51
2025-12-04,106.16
2025-12-05,108.19
2025-12-08,109.95
2025-12-09,109.83
2025-12-10,108.01
2025-12-11,107.6
2025-12-12,107.99
2025-12-15,107.75
2025-12-16,106.93
2025-12-17,107.36
2025-12-18,106.65
2025-12-19,105.75
2025-12-22,106.25
2025-12-23,105.68
2025-12-24,106.06
2025-12-25,106.48
2025-12-26,104.81
2025-12-29,104.11
2025-12-30,106.22
2025-12-31,104.5
2026-01-01,101.44
2026-01-02,98.82
2026-01-05,98.84
2026-01-06,98.86
2026-01-07,98.67
2026-01-08,100.32
2026-01-09,96.6
2026-01-12,97.1
2026-01-13,99.19
2026-01-14,97.59
2026-01-15,97.02
2026-01-16,95.94
2026-01-19,94.69
2026-01-20,94.19
2026-01-21,96.02
2026-01-22,98.44
2026-01-23,97.9
2026-01-26,100.46
2026-01-27,100.42
2026-01-28,102.82
2026-01-29,102.58
2026-01-30,102.67
2026-02-02,103.09
2026-02-03,107.66
2026-02-04,108.83
2026-02-05,107.64
2026-02-06,108.98
2026-02-09,108.29
2026-02-10,107.42
2026-02-11,108.66
2026-02-12,108.56
2026-02-13,108.84
2026-02-16,108.72
2026-02-17,109.08
2026-02-18,109.58
2026-02-19,106.5
2026-02-20,107.34
2026-02-23,105.72
2026-02-24,103.45
2026-02-25,103.22
2026-02-26,103.18
2026-02-27,102.03
2026-03-02,103.06
2026-03-03,100.99
2026-03-04,100.26
2026-03-05,99.28
2026-03-06,99.06
2026-03-09,99.29
2026-03-10,97.74
2026-03-11,98.58
2026-03-12,98.51
2026-03-13,95.78
2026-03-16,93.04
2026-03-17,92.87
2026-03-18,92.44
2026-03-19,92.16
2026-03-20,91.97
2026-03-23,92.12
2026-03-24,93.2
2026-03-25,91.61
2026-03-26,89.98
2026-03-27,88.48
2026-03-30,88.7
2026-03-31,90.12
2026-04-01,89.44
2026-04-02,86.23
2026-04-03,84.07
2026-04-06,82.97
2026-04-07,82.21
2026-04-08,81.62
2026-04-09,81.55
2026-04-10,81.08
2026-04-13,82.17
2026-04-14,81.28
2026-04-15,80.2
2026-04-16,80.64
2026-04-17,78.82
2026-04-20,79.16
2026-04-21,79.17
2026-04-22,78.92
2026-04-23,80.6
2026-04-24,79.81
2026-04-27,82.06
2026-04-28,81.71
2026-04-29,80.18
2026-04-30,80.18
2026-05-01,78.91
2026-05-04,78.01
2026-05-05,78.38
2026-05-06,78.93
2026-05-07,78.18
2026-05-08,79.21
2026-05-11,80.45
2026-05-12,82.03
2026-05-13,82.59
2026-05-14,84.13
2026-05-15,81.9
2026-05-18,81.5
2026-05-19,80.48
2026-05-20,80.59
2026-05-21,79.92
2026-05-22,79.71
2026-05-25,81.82
2026-05-26,81.61
2026-05-27,82.07
2026-05-28,81.79
2026-05-29,81.88
2026-06-01,81.88
2026-06-02,82.4
2026-06-03,83.77
2026-06-04,85.73
2026-06-05,86.12
2026-06-08,86.86
2026-06-09,85.5
2026-06-10,85.42
2026-06-11,86.59
2026-06-12,87.68
2026-06-15,87.99
2026-06-16,89.13
2026-06-17,89.8
2026-06-18,91.38
2026-06-19,91.82
2026-06-22,91.43
2026-06-23,91.94
2026-06-24,88.32
2026-06-25,88.87
2026-06-26,84.53
2026-06-29,82.59
2026-06-30,83.2
2026-07-01,83.85
2026-07-02,82.59
2026-07-03,81.87
2026-07-06,83.56
2026-07-07,83.1
2026-07-08,85.87
2026-07-09,85.98
2026-07-10,86.6
2026-07-13,88.71
2026-07-14,89.01
2026-07-15,87.9
2026-07-16,87.9
2026-07-17,88.0
2026-07-20,86.48
2026-07-21,86.32
2026-07-22,85.58
2026-07-23,86.84
2026-07-24,87.04
2026-07-27,86.86
2026-07-28,86.89
2026-07-29,87.33
2026-07-30,88.26
2026-07-31,87.21
2026-08-03,86.12
2026-08-04,87.64
2026-08-05,87.32
2026-08-06,85.78
2026-08-07,86.5
2026-08-10,87.25
2026-08-11,85.59
2026-08-12,86.05
2026-08-13,87.13
2026-08-14,87.79
2026-08-17,88.77
2026-08-18,87.24
2026-08-19,87.85
2026-08-20,87.68
2026-08-21,87.29
2026-08-24,88.57
2026-08-25,90.63
2026-08-26,93.16
2026-08-27,95.12
2026-08-28,95.2
2026-08-31,95.9
2026-09-01,97.16
2026-09-02,97.56
2026-09-03,97.98
2026-09-04,99.35
